plant_id,scientific_name_key,scientific_name,common_name,native_states,plant_type,sunlight,moisture,maintenance,zone_min,zone_max,bloom_start,bloom_end,accepted_usda_code,plant_family,growth_habit,duration,size_notes,bloom_color,bloom_time,water_use,light_requirements,soil_moisture,soil_ph,soil_description,wildlife_use,commercial_availability,propagation_description,supports_full_sun,supports_part_shade,supports_shade,supports_low_water,supports_medium_water,supports_high_water,bloom_jan,bloom_feb,bloom_mar,bloom_apr,bloom_may,bloom_jun,bloom_jul,bloom_aug,bloom_sep,bloom_oct,bloom_nov,bloom_dec,pollinator_group,pollinator_observation_count,supports_bee_observed,supports_butterfly_observed,supports_moth_observed,supports_fly_observed,supports_beetle_observed,supports_wasp_observed,supports_hummingbird_observed,has_ladybird_data,has_pollinator_data,display_name
PLANT-00502,iris fulva,Iris fulva,"Copper Iris, Red Iris",Alabama | Arkansas | Florida | Georgia | Illinois | Kansas | Kentucky | Louisiana | Mississippi | Missouri | Ohio | Tennessee | Texas,Herbaceous perennial,Full sun to part shade,Medium to wet,Low,5,9,May,June,IRFU,Iridaceae,Herb,Perennial,"Usually up to about 3 feet tall, rarely to 5 feet.","Red , Orange , Yellow","Mar , Apr , May , Jun","Medium , High","Sun , Part Shade","Moist , Wet","Alkaline (pH>7.2) , Acidic (pH<6.8) , Circumneutral (pH 6.8-7.2)","Saturated, rich soils. Normally grows in acid soils but can tolerate lime.",Attracts hummingbirds and bees,yes,Clump division is the usual method of increase. All,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Copper Iris, Red Iris"
PLANT-00503,iris hexagona,Iris hexagona,Dixie Iris,Florida | South Carolina,Herbaceous perennial,Full sun to part shade,Medium to wet,Medium,7,9,April,May,IRHE2,Iridaceae,Herb,Perennial,Up to about 3 feet tall.,"White , Yellow , Blue , Violet","Apr , May",,"Sun , Part Shade","Moist , Wet",Acidic (pH<6.8),,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Dixie Iris
PLANT-00504,iris missouriensis,Iris missouriensis,"Rocky Mountain Iris, Western Blue Flag",Arizona | California | Colorado | Idaho | Montana | Nebraska | Nevada | New Mexico | Oregon | South Dakota | Utah | Washington | Wyoming,Herbaceous perennial,Full sun to part shade,Medium to wet,Low,3,8,May,June,IRMI,Iridaceae,Herb,Perennial,Up to about 2 feet tall.,"White , Yellow , Blue , Purple","May , Jun , Jul",High,Sun,Wet,,Wet soils.,Hummingbirds,yes,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky Mountain Iris, Western Blue Flag"
PLANT-00505,iris versicolor,Iris versicolor,"Harlequin Blueflag, Northern Blue Flag, Large Blue Iris",Connecticut | Maine | Maryland | Massachusetts | Michigan | Minnesota | New Hampshire | New Jersey | New York | Ohio | Pennsylvania | Rhode Island | Vermont | Virginia | Wisconsin,Herbaceous perennial,Full sun to part shade,Medium to wet,Low,3,9,May,June,IRVE2,Iridaceae,Herb,Perennial,Up to about 3 feet tall.,"White , Yellow , Blue , Purple , Violet","May , Jun , Jul , Aug",,"Sun , Part Shade","Moist , Wet",Acidic (pH<6.8),"Moist, rich soils.",Hummingbirds,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Harlequin Blueflag, Northern Blue Flag, Large Blue Iris"
PLANT-00506,iris virginica,Iris virginica,"Virginia Iris, Great Blue Flag, Southern Blue Flag",Alabama | Arkansas | Florida | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maryland | Michigan | Minnesota | Mississippi | Missouri | Nebraska | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | South Carolina | Tennessee | Texas | Virginia | West Virginia | Wisconsin,Herbaceous perennial,Full sun,Medium to wet,Low,5,9,June,June,IRVI,Iridaceae,Herb,Perennial,Up to about 3 feet tall.,"White , Yellow , Blue , Purple , Violet","May , Jun , Jul",High,Sun,Wet,,"Moist, rich soils.",,yes,Clump division is the usual method of increase. Divide in early fall when the leaves begin to turn yellow. Keep stringy roots attached to the stubby,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Virginia Iris, Great Blue Flag, Southern Blue Flag"
PLANT-00507,iris virginica var. shrevei,Iris virginica var. shrevei,southern blue flag,Alabama | Arkansas | Florida | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maryland | Michigan | Minnesota | Mississippi | Missouri | Nebraska | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | South Carolina | Tennessee | Texas | Virginia | West Virginia | Wisconsin,Herbaceous perennial,Full sun,Medium to wet,Low,5,9,June,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,southern blue flag
PLANT-00508,itea virginica,Itea virginica,"Virginia Sweetspire, Tassel-white, Virginia Willow",Alabama | Arkansas | Delaware | Florida | Georgia | Illinois | Indiana | Kentucky | Louisiana | Maryland | Mississippi | Missouri | New Jersey | North Carolina | Oklahoma | Pennsylvania | South Carolina | Tennessee | Texas | Virginia,Deciduous shrub,Full sun to part shade,Medium to wet,Low,5,9,June,July,ITVI,Grossulariaceae,Shrub,Perennial,"Usually 3 to 6 feet, but can reach 10 feet tall.",White,"Mar , Apr , May , Jun",High,Part Shade,Moist,Acidic (pH<6.8),"Moist, acid soils. Acid-based, Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay","Cover, Nectar-insects",yes,Seeds are very tiny and germinate best if sown thinly in flats in a greenhouse. Sweetspire grows best if kept in a container one year. Semi-hardwood cuttings taken in late summer or early fall will root.,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Virginia Sweetspire, Tassel-white, Virginia Willow"
PLANT-00509,jatropha multifida,Jatropha multifida,coralbush,Florida,Broadleaf evergreen,Full sun,Medium,Low,10,12,Seasonal bloomer,Seasonal bloomer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,coralbush
PLANT-00510,jeffersonia diphylla,Jeffersonia diphylla,Twinleaf,Alabama | Georgia | Illinois | Indiana | Iowa | Kentucky | Maryland | Michigan | Minnesota | New Jersey | New York | North Carolina | Ohio | Pennsylvania | Tennessee | Virginia | West Virginia | Wisconsin,Herbaceous perennial,Part shade,Medium,Low,5,7,April,April,JEDI,Berberidaceae,Herb,Perennial,Up to about 18 inches tall.,White,"Mar , Apr , May",,Part Shade,Moist,Acidic (pH<6.8),"Rich, damp soils.",,yes,"Easily propagated by seed, which should be sown immediately upon ripening and should not be allowed to dry out. Seedlings take 4-5 years to develop into flowering-sized plants. Large plants may be divided at the end of the growing season.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Twinleaf
PLANT-00511,juglans cinerea,Juglans cinerea,"Butternut, White Walnut",Alabama | Arkansas | Connecticut | Delaware | Georgia | Illinois | Indiana | Iowa | Kentucky | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | New Hampshire | New Jersey | New York | North Carolina | Ohio | Pennsylvania | Rhode Island | South Carolina | Tennessee | Vermont | Virginia | West Virginia | Wisconsin,Tree,Full sun,Medium,Medium,3,7,May,June,JUCI,Juglandaceae,Tree,Perennial,Usually up to about 60 feet tall. Can be up to about 100 feet tall.,"Green , Brown","Apr , May , Jun",Medium,Sun,Moist,Circumneutral (pH 6.8-7.2),"Rich, moist soils.",,yes,"Plant nuts in fall or spring. If nuts are sown in spring, they must be stratified.",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Butternut, White Walnut"
PLANT-00512,juglans nigra,Juglans nigra,"Black Walnut, Eastern Black Walnut, American Black Walnut",Alabama | Arkansas | Connecticut | Delaware | Florida | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Nebraska | New Hampshire | New Jersey | New York | North Carolina | North Dakota | Ohio | Oklahoma | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Virginia | West Virginia | Wisconsin,Tree,Full sun,Medium,Medium,4,9,May,June,JUNI,Juglandaceae,Tree,Perennial,Usually up to about 75 feet tall. Can be up to 150 feet tall.,"Yellow , Green , Brown","Apr , May",High,"Sun , Part Shade",Moist,Circumneutral (pH 6.8-7.2),"Moist, rich soils. Sandy Loam, Medium Loam, Clay Loam, Acid-based, Calcareous",Squirrels are among the few creatures with strong enough teeth and the determination to gnaw through the extremely hard shells.,yes,"Plant nuts in fall or spring. If nuts are sown in spring, they must be stratified. Protection from squirrels is necessary.",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Black Walnut, Eastern Black Walnut, American Black Walnut"
PLANT-00513,juncus dudleyi,Juncus dudleyi,Dudley's Rush,Alabama | Arizona | Arkansas | California | Colorado | Connecticut | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Maine | Maryland | Massachusetts | Michigan | Minnesota | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming,Rush or Sedge,Full sun,Medium to wet,Low,3,9,May,July,JUDU2,Juncaceae,Grass/Grass-like,Perennial,,Green,"Apr , May , Jun",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Dudley's Rush
PLANT-00514,juncus effusus,Juncus effusus,"Common Rush, Soft Rush",Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | Florida | Georgia | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | Tennessee | Texas | Vermont | Virginia | Washington | West Virginia | Wisconsin,Rush or Sedge,Full sun,Wet,Low,4,9,June,August,JUEF,Juncaceae,Grass/Grass-like,Perennial,"6"" to 1'","Green , Brown","Jul , Aug , Sep",Medium,Sun,"Moist , Wet",,"Clay, Loam, Sand",,,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Common Rush, Soft Rush"
PLANT-00515,juncus tenuis,Juncus tenuis,"Poverty Rush, Path Rush",Alabama | Alaska | Arizona | California | Connecticut | Delaware | Florida | Georgia | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming,Rush or Sedge,Full sun to part shade,Medium to wet,Low,2,9,May,September,JUTE,Juncaceae,Grass/Grass-like,Perennial,Up to about 20 inches tall.,Green,"Mar , Apr , May , Jun",Medium,Part Shade,,,,,,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Poverty Rush, Path Rush"
PLANT-00516,juniperus ashei,Juniperus ashei,ashe juniper,Arkansas | Missouri | Oklahoma | Texas,Needled evergreen,Full sun,Medium,Low,6,9,Non-flowering,Non-flowering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ashe juniper
PLANT-00517,juniperus communis,Juniperus communis,Common Juniper,Alabama | Alaska | Arizona | California | Colorado | Connecticut | Delaware | Georgia | Idaho | Illinois | Indiana | Iowa | Kentucky | Maine | Maryland | Massachusetts | Michigan | Minnesota | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming,Needled evergreen,Full sun,Medium,Low,2,7,Non-flowering,Non-flowering,JUCO6,Cupressaceae,Tree,Perennial,"Shrub-like, up to about 12 feet tall, or growing as a",Yellow,Apr,Low,Sun,Dry,,Sandy,,,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Common Juniper
PLANT-00518,juniperus horizontalis,Juniperus horizontalis,"Creeping Juniper, Creeping Savin",Alaska | Illinois | Indiana | Iowa | Maine | Massachusetts | Michigan | Minnesota | Montana | Nebraska | New Hampshire | North Dakota | Ohio | Rhode Island | South Dakota | Vermont | Wisconsin | Wyoming,Needled evergreen,Full sun,Medium,Low,3,9,Non-flowering,Non-flowering,JUHO2,Cupressaceae,Shrub,Perennial,Up to about 1 foot tall.,"White , Brown","Apr , May",High,"Sun , Part Shade",Dry,Circumneutral (pH 6.8-7.2),"Dry, rocky soils.",Very high.,yes,"Generally, cuttings should be taken after several hard freezes although references point to any time from July to April. Hormone treatment improves rooting. Propagation is also possible by seed. Seed can be sown outdoors in fall or stratified and sown",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Creeping Juniper, Creeping Savin"
PLANT-00519,juniperus virginiana,Juniperus virginiana,"Eastern Red Cedar, Eastern Redcedar, Virginia Juniper, Red Juniper, Pencil Cedar, Carolina Cedar, Red Savin",Alabama | Arkansas | Colorado | Connecticut | Delaware | Florida | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Nebraska | New Hampshire | New Jersey | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Vermont | Virginia | West Virginia | Wisconsin | Wyoming,Needled evergreen,Full sun,Dry to medium,Low,2,9,Non-flowering,Non-flowering,JUVI,Cupressaceae,Tree,Perennial,Up to about 90 feet tall.,"Green , Purple , Brown","Mar , Apr , May",Low,"Sun , Part Shade , Shade",Dry,Circumneutral (pH 6.8-7.2),"Dry, limestone soils (adaptable). Sandy, Sandy Loam, Medium Loam Clay Loam, Clay, Rocky, Limestone-based, Caliche type.","The juicy ""berries"" are consumed by many kinds of wildlife, including the cedar waxwing, named for this tree. The fruits are a staple for many birds and small mammals. Also provides nesting material and cover.",yes,"Seed can be sown outdoors in fall or stratified and sown in spring. Seed germination is often poor, so a large quantity of seeds should be sown. Selected forms have been rooted from cuttings.",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Eastern Red Cedar, Eastern Redcedar, Virginia Juniper, Red Juniper, Pencil Cedar, Carolina Cedar, Red Savin"
PLANT-00520,kalmia latifolia,Kalmia latifolia,"Mountain Laurel, Calico Bush, Kalmia, Mountain-laurel",Alabama | Connecticut | Delaware | Florida | Georgia | Indiana | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Mississippi | New Hampshire | New Jersey | New York | North Carolina | Ohio | Pennsylvania | Rhode Island | South Carolina | Tennessee | Vermont | Virginia | West Virginia,Broadleaf evergreen,Part shade,Medium,Medium,4,9,May,May,KALA,Ericaceae,Shrub,Perennial,Up to about 35 feet tall when growing as a tree. Usually shrub-like and much shorter.,"White , Pink , Purple","Apr , May , Jun , Jul",Low,Part Shade,Moist,,"Cool, moist rocky or sandy soils.",,yes,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Mountain Laurel, Calico Bush, Kalmia, Mountain-laurel"
PLANT-00521,koeleria macrantha,Koeleria macrantha,"Prairie Junegrass, Junegrass, Prairie Koeler's Grass",Missouri,Ornamental grass,Full sun,Dry to medium,Low,3,9,May,June,KOMA,Poaceae,Grass/Grass-like,Perennial,"Up to about 4 feet tall, often shorter.",Yellow,"Apr , May , Jun",High,Sun,Dry,,Sandy or rocky soils.,,yes,"Propagate by seed sown unstratified in fall or statified in spring. Sow 1/4"" deep. Seed germinated best when weather is cool. Seedlings are almost invisible when first emerging. 1- to 3-year old plants may be divided in early spring.",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Prairie Junegrass, Junegrass, Prairie Koeler's Grass"
PLANT-00522,lachnocaulon anceps,Lachnocaulon anceps,whitehead bogbutton,Alabama | Florida | Georgia | Louisiana | Mississippi | New Jersey | North Carolina | South Carolina | Tennessee | Virginia,Herbaceous perennial,Full sun,Medium to wet,Medium,7,10,April,July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,whitehead bogbutton
PLANT-00523,lactuca floridana,Lactuca floridana,"Woodland Lettuce, Florida Lettuce",Alabama | Alaska | Arkansas | Delaware | Florida | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Nebraska | New Jersey | New Mexico | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | South Carolina | South Dakota | Tennessee | Texas | Virginia | West Virginia | Wisconsin,Annual,Part shade to full shade,Medium to wet,Medium,,,July,October,LAFL,Asteraceae,Biennial,Annual,Up to about 6 feet tall.,"White , Blue","Jun , Jul , Aug , Sep , Oct",,"Part Shade , Shade","Moist , Wet",,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Woodland Lettuce, Florida Lettuce"
PLANT-00524,leitneria floridana,Leitneria floridana,Corkwood,Arkansas | Florida | Georgia | Mississippi | Missouri | Texas,Deciduous shrub,Full sun to part shade,Medium to wet,Low,5,9,March,March,LEFL,Leitneriaceae,Shrub,Perennial,"Up to about 25 feet tall, often shorter.","Red , Green","Feb , Mar",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Corkwood
PLANT-00525,lemna minor,Lemna minor,Common Duckweed,Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | Florida | Georgia | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming,Herbaceous perennial,Full sun to part shade,Wet,Medium,4,10,Rarely flowers,Rarely flowers,LEMI3,Lemnaceae,Herb,Perennial,Floats on the surface of the water.,Green,"Jun , Jul , Aug",High,Sun,Wet,,,"Food for ducks, tadpoles, fish and beavers. (Fleurbec)",,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Common Duckweed
PLANT-00526,lespedeza capitata,Lespedeza capitata,"Roundhead Lespedeza, Roundhead Bush-clover, Round-headed Lespedeza, Round-headed Bush-clover",Alabama | Arkansas | Connecticut | Delaware | Florida | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Nebraska | New Hampshire | New Jersey | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Vermont | Virginia | West Virginia | Wisconsin,Herbaceous perennial,Full sun to part shade,Dry to medium,Low,4,8,July,September,LECA8,Fabaceae,Herb,Perennial,Up to about 4 feet tall.,White,"Jul , Aug , Sep",Low,Sun,Dry,,Well-drained soils.,Seeds provide food for birds and other wildlife.,yes,Easily propagated from scarified seed. Sow unstratified seed in fall; stratified in spring.,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Roundhead Lespedeza, Roundhead Bush-clover, Round-headed Lespedeza, Round-headed Bush-clover"
PLANT-00527,leucothoe axillaris,Leucothoe axillaris,"Coastal Doghobble, Coast Leucothoe",Alabama | Delaware | Florida | Georgia | Kentucky | Louisiana | Mississippi | North Carolina | South Carolina | Virginia,Broadleaf evergreen,Part shade,Medium,Medium,6,9,May,May,LEAX,Ericaceae,Shrub,Perennial,"Normally 2 to 4 feet tall, occasionally to 6 feet.","White , Pink","Apr , May",Medium,"Part Shade , Shade",Moist,Acidic (pH<6.8),"Moist, rich, acidic soils.",Flowers used by bees. Foliage browsed by deer.,yes,Directly sow seeds on moist peat. Firm cuttings root readily when treated with hormone.,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal Doghobble, Coast Leucothoe"
PLANT-00528,leucothoe fontanesiana,Leucothoe fontanesiana,"Highland Doghobble, Drooping Leucothoe",Alabama | Georgia | North Carolina | South Carolina | Tennessee | Virginia,Broadleaf evergreen,Part shade to full shade,Medium,Low,5,8,May,May,LEFO,Ericaceae,Shrub,Perennial,Up to about 6 feet tall.,White,"Apr , May , Jun",,Part Shade,Moist,Acidic (pH<6.8),"Moist, acidic soils.",,yes,Germinate seeds under mist or a plastic tent. Semi-hardwood and hardwood cuttings root easily with hormone treatment.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Highland Doghobble, Drooping Leucothoe"
PLANT-00529,liatris aspera,Liatris aspera,"Tall Blazing Star, Tall Gayfeather, Tall Liatris, Rough Blazing Star, Rough Gayfeather, Rough Liatris, Button Snakeroot",Alabama | Arkansas | Florida | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Michigan | Minnesota | Mississippi | Missouri | Nebraska | North Carolina | North Dakota | Ohio | Oklahoma | South Carolina | South Dakota | Tennessee | Texas | Virginia | West Virginia | Wisconsin,Herbaceous perennial,Full sun,Dry to medium,Medium,3,8,August,October,LIAS,Asteraceae,Herb,Perennial,Up to about 6 feet tall.,"Pink , Purple","Aug , Sep , Oct",,Sun,Dry,,Sandy or rocky soils.,Butterflies frequent Liatris spp. Provides,yes,"Scarified seeds may be sown outside in late fall or stored, stratified and sown the following spring. Some sources suggest spring seedlings will appear by simply laying the flowering stalk in an outdoor seedbed and covering with 1/2 in. of soil in the fa",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Tall Blazing Star, Tall Gayfeather, Tall Liatris, Rough Blazing Star, Rough Gayfeather, Rough Liatris, Button Snakeroot"
